ANO;TRIMESTRE;RAZAO_SOCIAL;NOME_FANTASIA;CNPJ;PORTE;DATA_INICIO_OPERACAO;SITUACAO;ATIVIDADE;CEP;UF;LOCALIDADE;BAIRRO;LOGRADOURO;DATA_GERACAO_CERTIFICADO;DATA_VALIDADE_CERTIFICADO;CODIGO_CERTIFICADO;CODIGO_DESCRICAO_CNAE;NATUREZA_JURIDICA
2020;1;HOTEL E POUSADA DO SERTAO LTDA;HOTEL DO SERTAO;27.078.033/0001-00;MICROEMPRESA;09/02/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;56640-000;PE;Custódia; - ;Rodovia BR 232, KM 330;12/02/2019 09:07:39;12/02/2021 09:07:39;27.078.033/0001-00;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2020;1;FRANCISCO DAS CHAGAS LIMA PIZZARIA;PIZZARIA PAULISTA;27.227.865/0001-41;MICROEMPRESA;06/03/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;56800-000;PE;Afogados da Ingazeira; - ;Travessa 01 Tancredo Neves, 45;27/05/2019 07:28:05;27/05/2021 07:28:05;27.227.865/0001-41;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;1;MARIA TEREZA CAVALCANTI PESSOA DE ALBUQUERQUE 86415522434;POUSADA E RESTAURANTE ALTO DA SERRA;27.432.196/0001-40;MICROEMPRESA;31/03/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;55680-000;PE;Bonito; - ;Rodovia PE 103 km 08;28/08/2019 07:49:07;28/08/2021 07:49:07;27.432.196/0001-40;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;1;POUSADA CHALES DA BELA VISTA LTDA;CHALES BELA VISTA;27.698.266/0001-06;MICROEMPRESA;10/05/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;53900-000;PE;Ilha de Itamaracá; - ;Rua Jundiaí , 51;18/12/2018 16:41:47;18/12/2020 16:41:47;27.698.266/0001-06;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2020;1;MOISES RODRIGUES DE BARROS;RESTAURANE & PIZZARIA & POUSADA BRAZEIRO;27.929.412/0001-67;MICROEMPRESA;08/06/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;53610-000;PE;Igarassu;Centro;Alfredo Bandeira de Melo;04/12/2018 11:18:42;04/12/2020 11:18:42;27.929.412/0001-67;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;1;M. VALDENI DA SILVA;SANTO ALEIXO TOUR;28.165.209/0001-24;MICROEMPRESA;12/07/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;55580-000;PE;Sirinhaém; - ;Rua Antônio Ribeiro ;18/10/2018 10:07:14;18/10/2020 10:07:14;28.165.209/0001-24;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário (Individual)
2020;1;VILSON V. A. DE ARAUJO;MUSTAKO RESTAURANTE;28.393.146/0001-63;MICROEMPRESA;10/08/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;55578-000;PE;Tamandaré; - ;PRAIA DOS CARNEIROS;20/09/2019 07:13:47;20/09/2021 07:13:47;28.393.146/0001-63;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;1;ARTHUR VINICIUS GOMES DA SILVA 11506123473;CAFE & CIA.;28.578.942/0001-70;MICROEMPRESA;05/09/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;55642-000;PE;Gravatá;Prado;Cícero Batista de Oliveira;27/03/2019 06:58:17;27/03/2021 06:58:17;28.578.942/0001-70;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário Individual
2020;1;MANOEL ACACIO DE ALMEIDA 05522494832;JO E MANOEL;29.123.770/0001-03;MICROEMPRESA;22/11/2017;Em Operação;Restaurante, Cafeteria, Bar e Similares;55340-000;PE;Águas Belas; - ;Rua João Rodrigues Cardoso;24/07/2019 14:14:32;24/07/2021 14:14:32;29.123.770/0001-03;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;1;CHURRASCARIA, PIZZARIA, BAR E RESTAURANTE BOI VOADOR LTDA;RESTAURANTE BOI VOADOR;29.412.047/0001-44;MICROEMPRESA;11/01/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;50030-210;PE;Recife;Recife;Rua da Guia;27/03/2020 18:35:07;27/03/2022 18:35:07;29.412.047/0001-44;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2020;1;IRANEIDE ARAUJO RIBEIRO 00804811407;OXENTE - RESTAURANTE E LANCHONETE;29.414.867/0001-75;MICROEMPRESA;11/01/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;56343-000;PE;Izacolandia; - ;Br;20/08/2019 09:57:31;20/08/2021 09:57:31;29.414.867/0001-75;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;1;JOSE GILBERTO FERREIRA DE OLIVEIRA;RESTAURANTE FRANGO E PEIXE ASSADO DA ROCA;29.722.614/0001-69;MICROEMPRESA;20/02/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;56343-000;PE;Izacolandia; - ;RUA DR OSVALDO CRUZ;21/05/2019 07:55:33;21/05/2021 07:55:33;29.722.614/0001-69;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;1;MARIA FABIANA E SILVA 09515447488;PISCINAS E LAZER BARRA GRANDE;30.212.459/0001-10;MICROEMPRESA;16/04/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;57955-000;PE;Olinda; - ;Rua do Lemos, 950;18/04/2018 09:39:09;18/04/2020 09:39:09;30.212.459/0001-10;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;1;PAULO ROBERTO RODRIGUES PEREIRA;ARCO CHINA;30.305.612/0002-34;MICROEMPRESA;16/05/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;56506-480;PE;Arcoverde;Centro;José Magalhães de França;25/06/2019 07:30:38;25/06/2021 07:30:38;30.305.612/0002-34;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;1;DANILO LEANDRO PONTES 63119994472;BARRIL BAR E RESTAURANTE;30.480.976/0001-70;MICROEMPRESA;17/05/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;56780-000;PE;Tabira; - ;Rua Severino Pires Ferreira, 36;06/06/2019 07:26:12;06/06/2021 07:26:12;30.480.976/0001-70;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;1;ALEXANDRA JESSYCA DA SILVA ARAUJO 70861847482;PETROLANDIA SUB;30.499.541/0001-77;MICROEMPRESA;18/05/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;56460-000;PE;Petrolândia; - ;sitio serrota;26/11/2018 11:50:02;26/11/2020 11:50:02;30.499.541/0001-77;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;1;A DOS SANTOS MONTEIRO EIRELI;EMPORIO BAIANO;31.013.507/0001-03;MICROEMPRESA;24/07/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;52050-370;PE;Recife;Aflitos;Manuel de Carvalho;19/10/2018 11:41:44;19/10/2020 11:41:44;31.013.507/0001-03;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2020;1;CASA GRANDE DOS CARNEIROS RESTAURANTE LTDA;CANOEIRO CATI;31.504.539/0001-01;MICROEMPRESA;14/09/2018;Em Implantação;Restaurante, Cafeteria, Bar e Similares;55578-000;PE;Tamandaré; - ;VIA LITORANEA DOS CARNEIROS;20/09/2018 07:18:18;20/09/2020 07:18:18;31.504.539/0001-01;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2020;1;CAIO MESSIAS DE OLIVEIRA GONCALO 12296737412;TOCA DA CODORNA;32.103.268/0001-45;MICROEMPRESA;26/11/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;56800-000;PE;Afogados da Ingazeira; - ;RUA 7 DE SETEMBRO;06/05/2019 07:16:52;06/05/2021 07:16:52;32.103.268/0001-45;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;1;JOSEFA GERMINO PEREIRA RESTAURANTE;DUDINHA RESTAURANTE;32.233.486/0001-02;MICROEMPRESA;11/12/2018;Em Operação;Restaurante, Cafeteria, Bar e Similares;55240-000;PE;Poção; - ;Rua Maria Andrade, 307;22/04/2019 14:01:58;22/04/2021 14:01:58;32.233.486/0001-02;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;1;JOSE HENRIQUE LUSTOSA RORIZ 08420382485;CAFE DONA EURIDICE;32.757.716/0001-24;MICROEMPRESA;13/02/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;56440-000;PE;Belém do São Francisco; - ;Av Cel Jerônimo Pires, 1242;21/05/2019 13:31:27;21/05/2021 13:31:27;32.757.716/0001-24;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário Individual
2020;1;AGLAIS SILVA CAMPOS 04677563411;RESTAURANTE ILHA DE RARRA;32.775.185/0001-00;MICROEMPRESA;14/02/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;56460-000;PE;Petrolândia; - ;ilha de Rarra;16/05/2019 13:46:01;16/05/2021 13:46:01;32.775.185/0001-00;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;1;ELAINE REJANE LIMA RODRIGUES 03537107412;TT NO TRABALHO BAR E PETISCARIA;33.609.373/0001-13;MICROEMPRESA;14/05/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;56840-000;PE;Iguaraci; - ;AVENIDA ODILON RODRIGUÊS CRUZ;14/05/2019 10:04:04;14/05/2021 10:04:04;33.609.373/0001-13;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Empresário Individual
2020;1;MARIA JOSE DA SILVA 90574150463;RESTAURANTE DA TERRA;34.336.186/0001-76;MICROEMPRESA;26/07/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;56430-000;PE;Itacuruba; - ;ANTONIO CABRAL CAMPOS;29/07/2019 12:11:11;29/07/2021 12:11:11;34.336.186/0001-76;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;1;JOSEILDO MORAIS VERAS TABIRA;RESTAURANTE SABOR DA TERRA;35.595.007/0001-88;MICROEMPRESA;22/11/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;56780-000;PE;Tabira; - ;Av. Raul Pereira Amorim Nº 86 Centro ;20/01/2020 09:54:03;20/01/2022 09:54:03;35.595.007/0001-88;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2020;1;ROBSON SANTOS DA SILVA 09059076478;DONA LITA CAFE;35.861.765/0001-09;MICROEMPRESA;28/12/2019;Em Operação;Restaurante, Cafeteria, Bar e Similares;53700-000;PE;Itapissuma; - ;Rua José Gonçalves;27/03/2020 18:35:54;27/03/2022 18:35:54;35.861.765/0001-09;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2020;1;C FEITOSA DE MELO;CARA MELADA FRIOS E LATICINIOS;40.871.709/0001-87;MICROEMPRESA;09/01/1992;Em Operação;Restaurante, Cafeteria, Bar e Similares;53030-010;PE;Olinda;Bairro Novo;Presidente Getúlio Vargas;17/09/2019 08:08:32;17/09/2021 08:08:32;40.871.709/0001-87;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2019;1;MONICA ANDREA DA SILVA;RESTAURANTE DA MONICA;00.309.002/0001-67;MICROEMPRESA;24/11/1994;Em Operação;Restaurante, Cafeteria, Bar e Similares;55590-000;PE;Ipojuca; - ;Porto de galinhas;12/11/2018 08:20:16;12/11/2020 08:20:16;00.309.002/0001-67;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2019;1;JORGE EDUARDO MONTEIRO MERIGUETTE;TIA DULCE & DULCE MONTEIRO RECEPCOES;01.100.994/0001-80;MICROEMPRESA;21/03/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;53120-010;PE;Olinda;Carmo;do Sol;27/04/2018 10:12:23;27/04/2020 10:12:23;01.100.994/0001-80;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2019;1;ZEZITO ANTONIO ALVES;BAR E RESTAURANTE DO CARUARU;01.143.542/0001-86;MICROEMPRESA;16/04/1996;Em Operação;Restaurante, Cafeteria, Bar e Similares;55578-000;PE;Tamandaré; - ;Sem Logradouro;25/01/2019 10:46:42;25/01/2021 10:46:42;01.143.542/0001-86;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Empresário (Individual)
2019;1;ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA;RESTAURANTE NABUCO;02.223.966/0036-43;DEMAIS;03/10/2003;Em Operação;Restaurante, Cafeteria, Bar e Similares;51111-000;PE;Recife;Boa Viagem;Boa Viagem;16/03/2018 08:47:44;16/03/2020 08:47:44;02.223.966/0036-43;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2019;1;JAYME BANDEIRA DE MELO MAYNARD;'' SABOR DO SERTAO '';02.617.079/0001-20;MICROEMPRESA;19/06/1998;Em Operação;Restaurante, Cafeteria, Bar e Similares;55825-000;PE;Paudalho; - ;BR 408    KM 40;18/02/2019 11:59:36;18/02/2021 11:59:36;02.617.079/0001-20;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2019;1;GUGEL & PESSOA COMERCIO DE IMPORTACAO E EXPORTACAO EIRELI;CAMPO FERTILE PADARIA GOURMET;03.730.048/0001-43;MICROEMPRESA;29/03/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;53620-605;PE;Igarassu;Saramandaia;Diper;04/12/2018 15:25:20;04/12/2020 15:25:20;03.730.048/0001-43;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2019;1;JOSE LUIZ E JOSANA RESTAURANTE LTDA;JR BANKET;03.812.726/0001-17;MICROEMPRESA;15/05/2000;Em Operação;Restaurante, Cafeteria, Bar e Similares;55815-140;PE;Carpina;São José;Padre Rocha;30/10/2018 11:53:01;30/10/2020 11:53:01;03.812.726/0001-17;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2019;1;HOTEIS E TURISMO DO NORDESTE EIRELI;HOTÉIS E TURISMO DO NORDESTE LTDA - EPP;04.282.640/0001-92;EMPRESA DE PEQUENO PORTE;13/02/2001;Em Operação;Restaurante, Cafeteria, Bar e Similares;55296-300;PE;Garanhuns;Heliópolis;Rui Barbosa;20/06/2018 09:46:26;20/06/2020 09:46:26;04.282.640/0001-92;5611-2/01 - RESTAURANTES E SIMILARES;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)
2019;1;POUSADA ZE MARIA LTDA;POUSADA ZE MARIA ;04.938.406/0001-70;DEMAIS;22/02/2002;Em Operação;Restaurante, Cafeteria, Bar e Similares;53990-000;PE;Fernando de Noronha; - ;RUA NICE CORDEIRO;23/10/2018 15:10:16;23/10/2020 15:10:16;04.938.406/0001-70;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2019;1;LAZAR COMERCIO DE ALIMENTOS E SERVICOS HOTELEIROS LTDA;RESTAURANTE CANGACEIRO;05.251.879/0002-49;MICROEMPRESA;22/01/2003;Em Operação;Restaurante, Cafeteria, Bar e Similares;56304-360;PE;Petrolina;Centro;das Nações;19/07/2018 10:45:04;19/07/2020 10:45:04;05.251.879/0002-49;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2019;1;CARNEIROS ECOTURISMO LTDA;RESTAURANTE ARIKINDÁ;07.709.250/0001-44;MICROEMPRESA;18/11/2005;Em Operação;Restaurante, Cafeteria, Bar e Similares;55578-000;PE;Tamandaré; - ;Sem Logradouro;23/01/2019 17:25:19;23/01/2021 17:25:19;07.709.250/0001-44;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2019;1;M & E DALCIN LTDA  - ME;HOTEL E CHURRASCARIA GAÚCHA;08.989.088/0001-28;MICROEMPRESA;23/07/2007;Em Operação;Restaurante, Cafeteria, Bar e Similares;56395-000;PE;Lagoa Grande; - ;Sem Logradouro;19/09/2017 11:12:50;19/09/2019 00:00:00;08.989.088/0001-28;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2019;1;ADRIANO BATISTA BRANDAO ARAUJO;Restaurante e Pizzaria Chapéu de Palha;09.246.834/0001-56;MICROEMPRESA;06/12/2007;Em Operação;Restaurante, Cafeteria, Bar e Similares;55641-020;PE;Gravatá;Gravatá Centro;Praça Pedro Joaquim de Souza (Praça 10), 82 ;19/03/2019 08:02:16;19/03/2021 08:02:16;09.246.834/0001-56;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário (Individual)
2019;1;HOTEL CASTELO DO MONTE LTDA;HOTEL FAZENDA MONTE CASTELO;09.537.768/0001-73;MICROEMPRESA;28/03/2008;Em Operação;Restaurante, Cafeteria, Bar e Similares;55695-000;PE;Sairé; - ;BR 232 KM92;27/03/2019 06:57:46;27/03/2021 06:57:46;09.537.768/0001-73;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2019;1;ERONIDES LEITE GILOCA - ME;POINT DO ERON LANCHES BAR;10.359.981/0001-11;MICROEMPRESA;09/09/2008;Em Operação;Restaurante, Cafeteria, Bar e Similares;56395-000;PE;Lagoa Grande; - ;Sem Logradouro;19/09/2017 10:57:09;19/09/2019 00:00:00;10.359.981/0001-11;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário (Individual)
2019;1;R. S. DA SILVA BORGES;PIZZARIA LAZERAO;10.545.958/0001-11;EMPRESA DE PEQUENO PORTE;22/12/2008;Em Operação;Restaurante, Cafeteria, Bar e Similares;53635-170;PE;Igarassu;Cruz do Rebouças;Luciana Paiva de Souza;06/12/2018 11:21:34;06/12/2020 11:21:34;10.545.958/0001-11;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2019;1;RESTAURANTE FAMILIA DA CABIDELA LTDA;FAMILIA EUDES DA CABIDELA;10.559.061/0001-47;MICROEMPRESA;30/12/2008;Em Operação;Restaurante, Cafeteria, Bar e Similares;55642-210;PE;Gravatá;Prado;Avenida Governador Agamenon Magalhães, 270;27/03/2019 15:16:36;27/03/2021 15:16:36;10.559.061/0001-47;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2019;1;PANIFICADORA LISBOA LTDA - ME;DELICATESSEN LISBOA;10.630.713/0001-92;MICROEMPRESA;14/05/1974;Em Operação;Restaurante, Cafeteria, Bar e Similares;50850-000;PE;Recife;Afogados;São Miguel;14/12/2017 15:36:05;14/12/2019 00:00:00;10.630.713/0001-92;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Sociedade Empresária Limitada
2019;1;F. SINDER FERREIRA - RESTAURANTE;Restaurante Bonito Grill;11.177.641/0001-32;MICROEMPRESA;24/09/2009;Em Operação;Restaurante, Cafeteria, Bar e Similares;55680-000;PE;Bonito; - ;praça da matriz;20/12/2018 08:17:43;20/12/2020 08:17:43;11.177.641/0001-32;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2019;1;BIGBURGER RECIFE LANCHONETE LTDA;Bob's;11.623.659/0001-10;DEMAIS;02/09/1980;Em Operação;Restaurante, Cafeteria, Bar e Similares;51020-900;PE;Recife;Boa Viagem;Padre Carapuceiro;17/12/2018 08:33:46;17/12/2020 08:33:46;11.623.659/0001-10;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Sociedade Empresária Limitada
2019;1;H L HOTEIS LTDA;SERRAMBI RESORT;11.881.729/0001-30;DEMAIS;04/12/1986;Em Operação;Restaurante, Cafeteria, Bar e Similares;55590-000;PE;Ipojuca; - ;LOT PROPRIEDADE PONTA DE SERRAMBI;19/04/2018 07:58:02;19/04/2020 07:58:02;11.881.729/0001-30;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2019;1;I A FERREIRA FILHO CAMPINGS;CAMPING DO MAGICO;12.689.282/0001-65;MICROEMPRESA;04/10/2010;Em Operação;Restaurante, Cafeteria, Bar e Similares;55680-000;PE;Bonito; - ;SÍTIO ENGENHO MÁGICO;25/02/2019 16:42:16;25/02/2021 16:42:16;12.689.282/0001-65;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2019;1;KELLY CRISTINA DAS NEVES BEZERRA 83118373415;Kelly restaurante ;13.162.694/0001-05;MICROEMPRESA;27/01/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;53620-718;PE;Igarassu;Posto de Monta;Dois;10/12/2018 08:52:42;10/12/2020 08:52:42;13.162.694/0001-05;5611-2/02 - BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;Empresário Individual
2019;1;MARCOS HENRIQUE DE FARIA;RESTAURANTE SENHORA DE ENGENHO;13.186.873/0001-82;MICROEMPRESA;26/01/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;54590-000;PE;Santo Agostinho; - ;rua  b três  n ° 714 quadra  03  lote 15/18;22/10/2018 15:31:00;22/10/2020 15:31:00;13.186.873/0001-82;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2019;1;LUCAS S. DE MEDEIROS MAIA;LANCHONETE CAJA;13.873.677/0001-86;MICROEMPRESA;22/06/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;56850-000;PE;Flores; - ;AVENIDA PRINCESA ISABEL,10, CENTRO - FLORES/PE;11/03/2019 09:31:14;11/03/2021 09:31:14;13.873.677/0001-86;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário (Individual)
2019;1;C A E - SERVICOS GASTRONOMICOS E EVENTOS LTDA - EPP;C A E  - SERVIÇOS E EVENTOS;14.376.253/0001-79;EMPRESA DE PEQUENO PORTE;13/09/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;56304-610;PE;Petrolina;Centro;Olímpio Virgílio;25/07/2017 08:38:52;25/07/2019 00:00:00;14.376.253/0001-79;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2019;1;WAGNER LIRA MARQUES 08596862480;RESTAURANTE BODE ASSADO SARAPÓ;14.655.458/0001-93;MICROEMPRESA;22/11/2011;Em Operação;Restaurante, Cafeteria, Bar e Similares;56180-000;PE;Cabrobó; - ;Sem Logradouro;04/08/2017 09:33:12;04/08/2019 00:00:00;14.655.458/0001-93;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2019;1;VILLA SANDINO RESTAURANTE LTDA;VILLA SANDINO RESTAURANTE;14.874.954/0001-38;DEMAIS;04/01/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;52020-190;PE;Recife;Espinheiro;Nicarágua;11/04/2018 15:17:30;11/04/2020 15:17:30;14.874.954/0001-38;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2019;1;ADEMILDO ANGELO DE MORAES 16587430406;ADEMILDO ANGELO DE MORAES;15.383.511/0001-07;MICROEMPRESA;18/04/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;55295-475;PE;Garanhuns;Heliópolis;Júlio Brasileiro;17/10/2018 15:34:30;17/10/2020 15:34:30;15.383.511/0001-07;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2019;1;I M DA S LIMA;LIKE BURGUER;15.395.176/0001-67;MICROEMPRESA;19/04/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;55644-150;PE;Gravatá;Boa Vista;Sete de Setembro;14/03/2019 15:41:51;14/03/2021 15:41:51;15.395.176/0001-67;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário (Individual)
2019;1;MARIA APARECIDA DE SOUZA SANTOS 82068364468;TIA CIDA LANCHES;15.630.774/0001-73;MICROEMPRESA;31/05/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;56180-000;PE;Cabrobó; - ;Sem Logradouro;04/08/2017 11:47:33;04/08/2019 00:00:00;15.630.774/0001-73;5611-2/03 - LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES;Empresário Individual
2019;1;J. A. DA COSTA EVENTOS;METAMBIENTAL;16.754.569/0001-82;MICROEMPRESA;24/08/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;53625-375;PE;Igarassu;Jardim Boa Sorte;Maria Luiza da Silva;01/03/2018 15:30:44;01/03/2020 15:30:44;16.754.569/0001-82;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
2019;1;MARIA DO SOCORRO TORRES DE SA - ME;REI DO CHURRASCO;17.286.342/0001-12;MICROEMPRESA;11/12/2012;Em Operação;Restaurante, Cafeteria, Bar e Similares;56395-000;PE;Lagoa Grande; - ;Sem Logradouro;19/09/2017 10:49:02;19/09/2019 00:00:00;17.286.342/0001-12;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2019;1;RESTAURANTE DONNA JULIA LTDA - EPP;RESTAURANTE DONNA JULIA;17.893.845/0001-56;EMPRESA DE PEQUENO PORTE;09/04/2013;Em Operação;Restaurante, Cafeteria, Bar e Similares;56460-000;PE;Petrolândia; - ;Sem Logradouro;17/07/2017 13:43:54;17/07/2019 00:00:00;17.893.845/0001-56;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2019;1;LUIS GOMES DA SILVA RESTAURANTE E COZINHA - EPP;COZINHA E RESTAURANTE BRASILIA;18.593.223/0001-75;EMPRESA DE PEQUENO PORTE;01/08/2013;Em Operação;Restaurante, Cafeteria, Bar e Similares;56460-000;PE;Petrolândia; - ;Sem Logradouro;17/07/2017 13:53:23;17/07/2019 00:00:00;18.593.223/0001-75;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2019;1;SCHERER & ALVES LTDA;DONA SALADA;19.407.911/0001-66;MICROEMPRESA;13/12/2013;Em Operação;Restaurante, Cafeteria, Bar e Similares;56302-150;PE;Petrolina;Centro;Doutor Júlio de Melo;10/08/2018 13:42:53;10/08/2020 13:42:53;19.407.911/0001-66;5611-2/01 - RESTAURANTES E SIMILARES;Sociedade Empresária Limitada
2019;1;MARCONNY M. DE SOUSA;RESTAURANTE PRAZERES DA GULA;19.817.637/0001-01;MICROEMPRESA;03/03/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;56395-000;PE;Lagoa Grande; - ;Sem Logradouro;19/09/2017 11:23:33;19/09/2019 00:00:00;19.817.637/0001-01;5611-2/01 - RESTAURANTES E SIMILARES;Empresário (Individual)
2019;1;JOSEMAR FERREIRA DA SILVA 31910785415;JOSEMAKI SUSHI;19.844.469/0001-35;MICROEMPRESA;10/03/2014;Em Operação;Restaurante, Cafeteria, Bar e Similares;53990-000;PE;Fernando de Noronha; - ;Rua São Miguel;23/05/2018 13:46:17;23/05/2020 13:46:17;19.844.469/0001-35;5611-2/01 - RESTAURANTES E SIMILARES;Empresário Individual
